company,"Specific Bean Origin or Bar Name",REF,grading_year,"Cocoa Percent","Company Location",flavor_rating,"Bean Type",country_of_origin,Flavor Rating (1-10)
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70%,Madagascar,3.00,Trinitario,Madagascar,6
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68%,Madagascar,3.00,Trinitario,Madagascar,6
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64%,Madagascar,3.25,Trinitario,Madagascar,6.5
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3.25, ,Bolivia,6.5
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3.25, ,Bolivia,6.5
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3.25, ,Dominican Republic,6.5
Videri,Trinidad,1211,2014,75%,U.S.A.,3.50,Trinitario,Trinidad,7
Videri,Mindo,1227,2014,75%,U.S.A.,3.50, ,Ecuador,7
Videri,Dark,1117,2013,90%,U.S.A.,3.75, ,Central and S. America,7.5
Videri,Classic,991,2012,70%,U.S.A.,3.25, ,Central and S. America,6.5
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3.50,Trinitario,Vietnam,7
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3.00, ,Peru,6
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100%,U.S.A.,2.00,Forastero (Arriba),Ecuador,4
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90%,U.S.A.,2.00,Forastero (Arriba),Ecuador,4
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75%,U.S.A.,3.00,Forastero (Arriba),Ecuador,6
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65%,U.S.A.,3.00,Forastero (Arriba),Ecuador,6
Violet Sky,Sambirano Valley,1458,2015,77%,U.S.A.,2.75,Trinitario,Madagascar,5.5
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3.00,"Criollo, Trinitario",Belize,6
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3.00,Criollo,Venezuela,6
Violet Sky,Peru,1458,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru,6.5
Violet Sky,Cahabon,1502,2015,77%,U.S.A.,2.75,Trinitario,Guatemala,5.5
Vivra,Peru,1720,2016,70%,U.S.A.,2.50, ,Peru,5
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.50, ,Venezuela,5
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3.00, ,Domincan Republic,6
Wellington Chocolate Factory,Conacado,1756,2016,70%,New Zealand,3.50,Trinitario,Dominican Republic,7
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3.50, ,Peru,7
Whittakers,Ghana,733,2011,72%,New Zealand,2.50,Forastero,Ghana,5
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2.50,Criollo,Peru,5
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,2.75,Criollo,Peru,5.5
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3.25,Criollo,Peru,6.5
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,2.75,Criollo,Peru,5.5
Willie's Cacao,Los Llanos,1848,2016,70%,U.K.,4.00, ,Colombia,8
Willie's Cacao,Los Llanos,1227,2014,88%,U.K.,3.00,Trinitario,Colombia,6
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2.25, ,Indonesia,4.5
Willie's Cacao,Sambirano,593,2010,71%,U.K.,3.00,Trinitario,Madagascar,6
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.50, ,Venezuela,7
Willie's Cacao,Java,593,2010,69%,U.K.,3.75, ,Indonesia,7.5
Willie's Cacao,San Martin,457,2009,70%,U.K.,3.00, ,Peru,6
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3.25,Trinitario,Venezuela,6.5
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3.00,Criollo,Venezuela,6
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3.50, ,Bolivia,7
Wm,"Ghana, 2013, batch 129",1916,2016,75%,U.S.A.,3.75, ,Ghana,7.5
Woodblock,"Maranon, Cajamarca",1243,2014,70%,U.S.A.,3.00,Forastero (Nacional),Peru,6
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3.25, ,Ecuador,6.5
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3.50,Trinitario,Trinidad,7
Woodblock,Ecuador,825,2012,70%,U.S.A.,2.50, ,Ecuador,5
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3.00, ,Costa Rica,6
Woodblock,Sambirano,951,2012,70%,U.S.A.,3.25,Trinitario,Madagascar,6.5
Woodblock,Ocumare,741,2011,70%,U.S.A.,4.00, ,Venezuela,8
Woodblock,La Red,769,2011,70%,U.S.A.,3.50, ,Dominican Republic,7
Xocolat,Hispaniola,1057,2013,66%,Domincan Republic,3.00, ,Dominican Republic,6
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,2.75, ,Madagascar,5.5
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2.50, ,Dominican Republic,5
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3.00, ,Papua New Guinea,6
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3.25, ,Domincan Republic,6.5
Zak's,"Madagascar, Batch 2",1578,2015,70%,U.S.A.,3.25,Trinitario,Madagascar,6.5
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3.25, ,Peru,6.5
Zak's,"Belize, Batch 2",1578,2015,70%,U.S.A.,3.50,Trinitario,Belize,7
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3.00, , ,6
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3.50,"Criollo, Trinitario",Madagascar,7
Zart Pralinen,UNOCACE,1824,2016,70%,Austria,2.75,Nacional (Arriba),Ecuador,5.5
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,2.75,Trinitario,Trinidad,5.5
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3.00,"Criollo, Trinitario",Tanzania,6
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.50,"Criollo, Trinitario",Tanzania,7
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3.50,Trinitario,Trinidad,7
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75, ,Solomon Islands,7.5
Zokoko,Goddess Blend,1780,2016,65%,Australia,3.25, , ,6.5
Zokoko,Alto Beni,697,2011,68%,Australia,3.50, ,Bolivia,7
Zokoko,Tokiala,701,2011,66%,Australia,3.50,Trinitario,Papua New Guinea,7
Zokoko,"Tranquilidad, Baures",701,2011,72%,Australia,3.75, ,Bolivia,7.5
Zotter,Raw,1205,2014,80%,Austria,2.75, , ,5.5
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3.50, ,Panama,7
Zotter,Amazonas Frucht,801,2012,65%,Austria,3.50, , ,7
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3.00,Criollo (Amarru),Peru,6
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3.50,Criollo (Amarru),Peru,7
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62%,Austria,3.75, ,Dominican Republic,7.5
Zotter,El Oro,879,2012,75%,Austria,3.00,Forastero (Nacional),Ecuador,6
Zotter,Huiwani Coop,879,2012,75%,Austria,3.00,"Criollo, Trinitario",Papua New Guinea,6
Zotter,El Ceibo Coop,879,2012,90%,Austria,3.25, ,Bolivia,6.5
Zotter,Santo Domingo,879,2012,70%,Austria,3.75, ,Dominican Republic,7.5
Zotter,"Kongo, Highlands",883,2012,68%,Austria,3.25,Forastero,Congo,6.5
Zotter,"Indianer, Raw",883,2012,58%,Austria,3.50, , ,7
Zotter,Peru,647,2011,70%,Austria,3.75, ,Peru,7.5
Zotter,Congo,749,2011,65%,Austria,3.00,Forastero,Congo,6
Zotter,Kerala State,749,2011,65%,Austria,3.50,Forastero,India,7
Zotter,Kerala State,781,2011,62%,Austria,3.25, ,India,6.5
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3.00, ,Brazil,6
